Category,Message
1,"My financial accounts faced unauthorized access after a vishing call where the caller pretended to be a utility company representative. They coerced me into sharing account details for supposed bill verification. Attached are call records, communication details, and records of unauthorized access.",,,
1,"In this incident, my internet banking faced unauthorized access after engaging with a seemingly genuine email offering a special loyalty program. The email directed me to a fake website where I provided my login details. Attached are email details, screenshots of the deceptive site, and transaction statements.",,,
1,"I noticed unauthorized transactions on my credit card after using it at a gas station. Suspecting a skimming device, I immediately reported it to my bank. Attached are transaction details and the receipt from the gas station.",,,
1,"On the date mentioned, faced unauthorized transactions through AEPS after a call posing as a bank representative. The caller convinced me to provide Aadhar details for supposed account security. Attached are call records, communication details, and transaction statements.",,,
0,"Received a complaint email on, sounded urgent, asked for email details for resolution. Shared it, and now there are unauthorized activities. Attached the email, but who knows if it's even a legitimate complaint?",,,
1,"On the above mentioned date, faced unauthorized transactions through my e-wallet after clicking on a fake advertisement promising exclusive discounts. The fraudulent ad tricked me into entering e-wallet credentials on a counterfeit website. Attached are ad records, communication details, and transaction statements.",,,
1,"I discovered irregularities in my Demat account following participation in an online investment quiz. The quiz, seemingly harmless, prompted me to provide account details for personalized investment tips. Attached are quiz details, communication records, and transaction statements.",,,
1,"In an unexpected turn on mentioned date, my internet banking account faced unauthorized transactions after clicking on an advertisement on a trusted website. The ad prompted me to enter my login credentials for a supposed exclusive offer. Attached are ad details, screenshots, and transaction records.",,,
1,"On this Tuesday, my Sim Swap Fraud occurred after engaging with a fraudulent customer survey. I unwittingly provided my details for a supposed prize. Attached are screenshots and the survey link.",,,
1,"My business email encountered irregularities after falling victim to an email impersonating an executive, instructing a fund transfer. The email appeared authentic, leading to a fraudulent platform where I mistakenly transferred funds. Attached are email details, screenshots, and records of the unauthorized transaction.",,,
0,"I'm reporting a suspicious occurrence involving an email, claiming to be from my bank, requesting UPI details for a supposed security update. After clicking the provided link, I entered my information. Later, I noticed unauthorized transactions. I'm attaching a screenshot of the email, but its authenticity is uncertain.",,,
1,"Encountered unauthorized transactions through my e-wallet after falling victim to a fake customer support call. The caller, pretending to be from the e-wallet provider, convinced me to share OTP for supposed account verification. Attached are call records, communication details, and transaction statements.",,,
0,"Received a call, claiming to be tech support and offering a quick fix for my computer issues. Shared remote access, and now there are unauthorized transactions. I didn't know whether he was a real technician or a fraud one and became the victim of this as I wanted urgent solution.",,,
0,"Received a call on the mentioned date, claimed to be from a government initiative, and promised subsidy benefits through AEPS but needed Aadhar details first. Shared the information, and now there are unauthorized transactions. Attached the call recording, but who can resist extra subsidies?",,,
0,"Clicked on an ad on mentioned date, promising exclusive discounts through internet banking. Shared my login details for the offer, and now there are transactions I didn't authorize. Attached the ad, but who can resist a good deal?",,,
0,"Visited this investment-themed website, and they had this flashy pop-up promising a quick investment strategy. Entered my Demat details, and now there are transactions I didn't approve. Attached a screenshot of the website's irresistible offer, but who can resist a shortcut to financial success?",,,
0,"Received a survey call on mentioned date, sounded official, asked for personal details for a public interest survey. Shared the information, and now there are unauthorized activities in my account and don't know what happen. Please help me! Attached the call recording, but who can resist contributing to societal research?",,,
0,"I Made a transaction at this online store, and now there are transactions I didn't approve. Attached a screenshot of the homepage, but who knows if it's even related?",,,
1,"During an incident, my Aadhar details were exposed following a call pretending to be from a government agency conducting a demographic survey. The caller manipulated me into disclosing Aadhar information for supposed research. Attached are call records, communication details, and records of unauthorized activities.",,,
1,"Unauthorized transactions surfaced in my internet banking account after inadvertently downloading a malicious mobile app. The app, disguised as a legitimate banking application, tricked me into entering my login credentials. Attached are app details, screenshots, and transaction records.",,,
1,"I experienced unauthorized UPI transactions on mentioned date through a phishing link received on WhatsApp. The message appeared to be from my bank, directing me to a fake website. I unwittingly provided my credentials, resulting in fraudulent transactions. Attached are screenshots for your investigation.",,,
0,"Clicked on an email link, claiming urgent business matters. Shared my email details for the supposed emergency, and now there are unauthorized actions. Attached the email, but being the urgent matter I didn't think much.",,,
1,"On mentioned date, my Demat account witnessed suspicious activities after responding to an official-looking SMS urging me to click a link for a mandatory account update. Unaware, I provided my details, resulting in unauthorized transactions. Attached are SMS details, link screenshots, and transaction records.",,,
0,"Received a charity call, claimed to represent a renowned organization, and asked for account details for a generous donation. Shared the information, and now there is unauthorized access. Attached the call recording. I can't stop myself contributing for a noble cause.",,,
0,"Received an exciting survey, provided my details, and now my Sim got swapped. Attached the survey, but who wouldn't want to share their opinions for rewards? Scammers exploit human curiosity for their advantage.",,,
0,"Received a call, promised instant benefits through AEPS but required Aadhar details first. Shared the information, and now there are unauthorized transactions. Attached the call recording, but who can resist immediate financial gains?",,,
0,"Received a call, claimed to be e-wallet support, promised immediate cashback but insisted on sharing the OTP first. Shared the information, and now there are unauthorized transactions. Attached the call recording, but who can resist extra cash?",,,
1,"During an incident on mentioned date, my internet banking account faced unauthorized access following an engagement with a fraudulent chatbot on a social media platform. The chatbot, posing as a customer service representative, coerced me into sharing my login details. Attached are social media interactions, chatbot conversations, and transaction statements.",,,
1,"In an unforeseen event, unauthorized access occurred in my business email after engaging with a seemingly official webinar invitation. The email directed me to a fake registration site, where I unknowingly shared login credentials. Attached are email details, screenshots, and records of unauthorized activities.",,,
1,"Unauthorized transactions occurred after a vishing call posing as a customer support agent for an online shopping platform. The caller convinced me to share my login credentials, leading to the compromise of my account. Attached are call records, communication details, and transaction statements.",,,
0,"Clicked on a link in a text message on mentioned date, promising a quick Demat account upgrade. Shared my account details, and now there are transactions I didn't approve. Attached the SMS, but who can resist a message claiming to improve your financial portfolio?",,,
0,"A weird email hit me up on [date] saying I was eligible for a special offer. Clicked it, entered my UPI details, and now there are transactions I didn't make. Check the email screenshot.",,,
1,"In an unexpected turn of events on mentioned date, my credit card details were compromised during a seemingly normal customer support call. The fraudster, posing as a bank representative, skillfully manipulated me into divulging sensitive information. Attached are call records, transaction details, and a voice message fragment showcasing the scammer's tactics.",,,
0,"Received an exciting survey, provided my internet banking details for a reward, and now there are transactions I didn't make. Attached the survey, but who wouldn't want to share their opinions for a bonus?",,,
1,"Fell victim to vishing as my credit card details were compromised following a call claiming to be from a travel agency offering exclusive deals. The caller, posing as an agent, tricked me into providing card details for supposed discounted travel packages. Attached are call records, communication details, and transaction statements.",,,
1,"In an unexpected turn, AEPS led to unauthorized access to my bank account. The caller posed as a service provider, convincing me to share Aadhar details for a supposed account upgrade. Attached are call records, communication details, and records of unauthorized access.",,,
1,"Clicked on an executive's email, instructing a fund transfer for a critical project. Shared my email details for confirmation, and now there are unauthorized actions. Attached the email, but who can resist assisting in critical projects?",,,
1,"Faced unauthorized transactions through my e-wallet after responding to a phishing email. The email, pretending to be from the e-wallet provider, directed me to a fraudulent website for supposed account maintenance. Attached are email records, communication details, and transaction statements.",,,
1,"I detected irregularities in my Demat account after engaging with a deceptive investment app. The app, posing as a trustworthy platform, prompted me to provide account details for a personalized investment plan. Attached are app details, communication records, and transaction statements.",,,
1,"This incident happened because of my ignorance in which, my internet banking account encountered unauthorized transactions after inadvertently clicking on a pop-up ad while accessing a popular shopping website. The ad prompted me to enter my login details for a supposed discount coupon. Attached are ad details, screenshots, and transaction records.",,,
1,"During an incident on mentioned, I fell victim to unauthorized UPI transactions after clicking on an advertisement on a trusted shopping website. The ad claimed exclusive discounts and prompted me to input UPI details for a supposed voucher. Screenshots are attached for investigation.",,,
1,"My business email faced unauthorized access after engaging with a deceptive recruitment email. The email, seemingly from HR, led me to a fake job application portal where I mistakenly shared my login credentials. Attached are email details, screenshots, and a record of unauthorized activities.",,,
1,"During an incident, my Aadhar details were compromised following a call posing as a mobile service provider offering exclusive plans. The caller coerced me into providing Aadhar information for supposed loyalty benefits. Attached are call records, communication details, and records of unauthorized activities.",,,
0,"Received a call, claimed to be from the utility company, promising a refund for overbilling, but needed account details first. Shared the information, and now there are unauthorized transactions. Attached the call recording, I wanted my money back so I don't thought whether the person is legitimate or not.",,,
0,"So, I was scrolling this discount-heavy website, and they had this flashy pop-up saying, ""Enter your card for a special offer!"" Obviously, I couldn't resist. Now there are transactions on my card I never approved. Attached a screenshot of the website's irresistible deal, but who knows if that's the cause? Sometimes deals are too good to be true!",,,
1,"On the above mentioned date, I faced unauthorized transactions through my e-wallet after falling for a fake promotional message. The message, pretending to be from the e-wallet provider, directed me to a malicious link for supposed exclusive offers. Attached are message records, communication details, and transaction statements.",,,
0,"Visited an investment-related chatroom, and there was this too-good-to-be-true investment tip. Shared my Demat account details for insider info, and now there are transactions I didn't authorize. Attached a screenshot of the chat, I couldn't resist to get investment tip.",,,
0,"Received a call, sounded official, asked for internet banking details for a cashback scheme. Gave it, and now there are transactions I didn't make. Attached the call recording, but don't know who was they but they cheat me. Callers can sound quite persuasive.",,,
1,"On the above mentioned date, I fell victim to vishing as my credit card details were compromised following a call claiming to be from a charity organization. The caller, posing as a representative, tricked me into providing card details for supposed charitable donations. Attached are call records, communication details, and transaction statements.",,,
1,"In an unforeseen event, unauthorized transactions occurred in my internet banking account after responding to a deceptive email offering a chance to win a gift voucher. The email directed me to a fake website where I shared my login credentials. Attached are email details, screenshots of the phishing site, and transaction records.",,,
